index,OrderID,Date,Status,Fulfilment,Category,CourierStatus,Qty,Amount,shipstate,shippostalcode,B2B
41,402-8210765-3935569,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,885,MADHYA PRADESH,482002,FALSE
42,406-7398201-3869914,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,424,MAHARASHTRA,400092,FALSE
43,408-3478480-0881162,4/30/2022,Shipped,Amazon,Set,Shipped,1,1126,UTTAR PRADESH,226017,FALSE
44,402-7595162-9129931,4/30/2022,Shipped,Amazon,Set,Shipped,1,788,MAHARASHTRA,400076,FALSE
45,171-6876154-6233146,4/30/2022,Shipped,Amazon,Set,Shipped,1,759,WEST BENGAL,700014,FALSE
46,408-3917043-5314763,4/30/2022,Shipped,Amazon,Set,Shipped,1,1146,ANDHRA PRADESH,523001,FALSE
47,408-9281152-6213100,4/30/2022,Shipped,Amazon,Top,Shipped,1,665,TELANGANA,500017,FALSE
48,403-3496411-3082707,4/30/2022,Shipped,Amazon,kurta,Shipped,1,429,TELANGANA,500062,FALSE
49,171-9208368-0157156,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,399,UTTAR PRADESH,271881,FALSE
50,408-2137113-0982751,4/30/2022,Shipped,Amazon,Set,Shipped,1,848,ODISHA,753012,FALSE
51,402-3628566-9688333,4/30/2022,Shipped,Amazon,Set,Shipped,1,654,MAHARASHTRA,421503,FALSE
52,408-7138000-9728362,4/30/2022,Shipped,Amazon,Set,Shipped,1,1033,NAGALAND,797112,FALSE
53,402-1752649-2274748,4/30/2022,Shipped,Amazon,kurta,Shipped,1,390,KARNATAKA,560047,FALSE
54,402-7944191-1869101,4/30/2022,Shipped,Amazon,Top,Shipped,1,493,KARNATAKA,560076,FALSE
55,407-4063876-9566742,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,721,TELANGANA,506001,FALSE
56,403-0752752-4656334,4/30/2022,Shipped,Amazon,Set,Shipped,1,597,RAJASTHAN,328024,FALSE
57,406-8879861-2081117,4/30/2022,Shipped,Amazon,kurta,Shipped,1,399,ASSAM,781029,FALSE
58,406-8089333-7941903,4/30/2022,Shipped,Amazon,Set,Shipped,1,888,KARNATAKA,560103,FALSE
59,171-3072652-6805159,4/30/2022,Shipped,Amazon,kurta,Shipped,1,353,TELANGANA,500072,FALSE
60,171-2592464-6846743,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,599,KARNATAKA,560023,FALSE
61,404-2262140-4696366,4/30/2022,Shipped,Amazon,kurta,Shipped,1,518,MAHARASHTRA,440022,FALSE
62,404-2262140-4696366,4/30/2022,Shipped,Amazon,kurta,Shipped,1,295,MAHARASHTRA,440022,FALSE
63,405-3594372-1614709,4/30/2022,Shipped,Amazon,Set,Shipped,1,852,UTTAR PRADESH,201306,FALSE
64,407-2974257-4781134,4/30/2022,Shipped,Amazon,Set,Shipped,1,824,MAHARASHTRA,400607,FALSE
65,171-4137548-0481151,4/30/2022,Cancelled,Amazon,kurta,Cancelled,0,,GUJARAT,389151,FALSE
66,405-4461562-9113959,4/30/2022,Shipped,Amazon,Set,Shipped,1,909,JHARKHAND,834004,FALSE
67,404-4535078-5241919,4/30/2022,Shipped,Amazon,Top,Shipped,1,432,MAHARASHTRA,411014,FALSE
68,405-8387725-2971512,4/30/2022,Shipped,Amazon,Set,Shipped,1,545,KARNATAKA,560040,FALSE
69,405-6480932-8759528,4/30/2022,Shipped,Amazon,Set,Shipped,1,1146,KARNATAKA,586201,FALSE
70,405-9966506-3155561,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,696,TAMIL NADU,600041,FALSE
71,408-7029737-8028367,4/30/2022,Shipped,Amazon,kurta,Shipped,1,432,MAHARASHTRA,400080,FALSE
72,407-2189901-7515567,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,631,KARNATAKA,560001,FALSE
73,402-2105657-2899562,4/30/2022,Shipped,Amazon,kurta,Shipped,1,316,KARNATAKA,560098,FALSE
74,406-1326801-8886709,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,362,ODISHA,760002,FALSE
75,408-7760667-5809130,4/30/2022,Shipped,Amazon,kurta,Shipped,1,329,TELANGANA,500085,FALSE
76,405-8457623-9269955,4/30/2022,Shipped,Amazon,kurta,Shipped,1,399,MAHARASHTRA,411045,FALSE
77,408-6820155-3521913,4/30/2022,Shipped,Amazon,Set,Shipped,1,751,ASSAM,784001,FALSE
78,403-6190683-2687538,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,791,GUJARAT,383001,FALSE
79,408-4069830-3819562,4/30/2022,Shipped,Amazon,Set,Shipped,1,684,WEST BENGAL,700048,FALSE
80,408-4069830-3819562,4/30/2022,Shipped,Amazon,Set,Shipped,1,1281,WEST BENGAL,700048,FALSE
81,408-4069830-3819562,4/30/2022,Shipped,Amazon,Set,Shipped,1,1186,WEST BENGAL,700048,FALSE
82,171-7367545-7081126,4/30/2022,Shipped,Amazon,kurta,Shipped,1,499,TELANGANA,502032,FALSE
83,404-6522553-9345930,4/30/2022,Cancelled,Merchant,Set,,0,1105.36,UTTARAKHAND,248001,FALSE
84,403-9950518-0349133,4/30/2022,Cancelled,Amazon,kurta,Cancelled,0,,TELANGANA,500072,FALSE
85,407-6599093-6553153,4/30/2022,Shipped - Delivered to Buyer,Merchant,Bottom,Shipped,1,377,WEST BENGAL,700078,FALSE
86,403-3763475-2237125,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,744,TAMIL NADU,636705,FALSE
87,405-1492294-0323520,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,744,UTTARAKHAND,248005,FALSE
88,403-1162895-2484367,4/30/2022,Shipped - Delivered to Buyer,Merchant,Western Dress,Shipped,1,859,RAJASTHAN,303905,FALSE
89,171-6833843-5473114,4/30/2022,Shipped,Amazon,kurta,Shipped,1,487,GUJARAT,390019,FALSE
90,403-1477057-8253913,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,825,KERALA,680506,FALSE
91,408-2114413-6089906,4/30/2022,Shipped,Amazon,Set,Shipped,1,680,BIHAR,800026,FALSE
92,405-1879750-2639521,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,725,TAMIL NADU,600028,FALSE
93,406-5727754-5302723,4/30/2022,Shipped,Amazon,Set,Shipped,1,696,GUJARAT,390018,FALSE
94,405-0901744-8270705,4/30/2022,Shipped,Amazon,kurta,Shipped,1,499,GUJARAT,390003,FALSE
95,405-9112089-3379536,4/30/2022,Cancelled,Amazon,kurta,Cancelled,0,,MAHARASHTRA,411046,FALSE
96,408-6357132-2310703,4/30/2022,Shipped,Amazon,Set,Shipped,1,696,JAMMU & KASHMIR,180011,FALSE
97,406-5334922-9670748,4/30/2022,Shipped,Amazon,kurta,Shipped,1,406,KARNATAKA,560026,FALSE
98,402-8519791-3706738,4/30/2022,Shipped,Amazon,Set,Shipped,1,852,DELHI,110036,FALSE
99,408-1830318-0357940,4/30/2022,Shipped,Amazon,kurta,Shipped,1,399,HARYANA,125039,FALSE
100,406-5103760-7326749,4/30/2022,Shipped,Amazon,kurta,Shipped,1,432,GUJARAT,380051,FALSE
101,402-7841951-1872363,4/30/2022,Cancelled,Amazon,Set,Cancelled,0,,DELHI,110036,FALSE
102,408-7698765-2294756,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,1338,MAHARASHTRA,421502,FALSE
103,404-1856281-9996319,4/30/2022,Shipped - Delivered to Buyer,Merchant,Western Dress,Shipped,1,472,MADHYA PRADESH,474005,FALSE
104,406-5406738-7113145,4/30/2022,Shipped,Amazon,Set,Shipped,1,788,DELHI,110078,FALSE
105,405-5257740-5301158,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,832,HARYANA,124001,FALSE
106,405-5257740-5301158,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,399,HARYANA,124001,FALSE
107,405-2072502-4089911,4/30/2022,Shipped,Amazon,Set,Shipped,1,599,HARYANA,124001,FALSE
108,405-0882561-5952340,4/30/2022,Shipped,Amazon,Set,Shipped,1,692,WEST BENGAL,700156,FALSE
109,403-7266170-1163500,4/30/2022,Shipped - Delivered to Buyer,Merchant,Top,Shipped,1,518,MAHARASHTRA,400076,FALSE
110,405-8114272-1687512,4/30/2022,Shipped,Amazon,Set,Shipped,1,788,DELHI,110034,FALSE
111,171-6138639-1478731,4/30/2022,Shipped,Amazon,kurta,Shipped,1,318,TELANGANA,500054,FALSE
112,405-4059216-4541150,4/30/2022,Shipped,Amazon,Set,Shipped,1,597,TELANGANA,500072,FALSE
113,405-1152015-7333945,4/30/2022,Shipped,Amazon,Set,Shipped,1,888,BIHAR,800002,FALSE
114,406-0177436-6731556,4/30/2022,Shipped,Amazon,kurta,Shipped,1,406,TELANGANA,505211,FALSE
115,406-0715107-8168308,4/30/2022,Shipped,Amazon,Set,Shipped,1,1186,UTTARAKHAND,262501,FALSE
116,403-0104882-7373900,4/30/2022,Cancelled,Amazon,Western Dress,Unshipped,1,791,GUJARAT,383001,FALSE
117,403-0104882-7373900,4/30/2022,Cancelled,Amazon,Western Dress,Unshipped,1,807,GUJARAT,383001,FALSE
118,403-0104882-7373900,4/30/2022,Cancelled,Amazon,Western Dress,Unshipped,1,807,GUJARAT,383001,FALSE
119,405-3002282-6797102,4/30/2022,Shipped,Amazon,kurta,Shipped,1,311,WEST BENGAL,700057,FALSE
120,407-8466904-3461908,4/30/2022,Shipped,Amazon,Top,Shipped,1,387,MAHARASHTRA,400101,FALSE
121,171-3305587-5364338,4/30/2022,Shipped,Amazon,kurta,Shipped,1,348,TELANGANA,500053,FALSE
122,406-8961316-8137943,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,597,ASSAM,781014,FALSE
123,406-8961316-8137943,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,549,ASSAM,781014,FALSE
124,171-2813040-8296320,4/30/2022,Shipped,Amazon,Set,Shipped,1,635,KARNATAKA,563101,FALSE
125,408-9845791-1393151,4/30/2022,Shipped,Amazon,Set,Shipped,1,597,PUNJAB,147001,FALSE
126,402-4277204-2348328,4/30/2022,Shipped,Amazon,Set,Shipped,1,790,MADHYA PRADESH,486001,FALSE
127,171-3049339-2085136,4/30/2022,Shipped,Amazon,kurta,Shipped,1,375,ASSAM,783380,FALSE
128,405-9928526-2470747,4/30/2022,Shipped,Amazon,Set,Shipped,1,1115,TELANGANA,500087,FALSE
129,405-4908072-0260360,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,579,KARNATAKA,560055,FALSE
130,406-3984186-5973150,4/30/2022,Shipped,Amazon,Set,Shipped,1,788,TAMIL NADU,603002,FALSE
131,171-8635309-7508346,4/30/2022,Shipped,Amazon,Set,Shipped,1,597,TAMIL NADU,621212,FALSE
132,171-0293372-4913973,4/30/2022,Cancelled,Amazon,Set,Cancelled,0,,KARNATAKA,563101,FALSE
133,402-8288606-4313118,4/30/2022,Shipped,Amazon,kurta,Shipped,1,517,HIMACHAL PRADESH,174001,FALSE
134,402-8746990-6412346,4/30/2022,Shipped,Amazon,kurta,Shipped,1,442,TAMIL NADU,600099,FALSE
135,402-0294212-5431551,4/30/2022,Shipped,Amazon,kurta,Shipped,1,399,UTTAR PRADESH,221010,FALSE
136,406-1530134-2105912,4/30/2022,Shipped,Amazon,kurta,Shipped,1,518,KARNATAKA,560036,FALSE
137,403-5222550-4437140,4/30/2022,Shipped,Amazon,kurta,Shipped,1,348,TAMIL NADU,641035,FALSE
138,408-1482435-5202714,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,788,CHHATTISGARH,497449,FALSE
139,403-6442534-2769112,4/30/2022,Cancelled,Amazon,Top,Cancelled,0,,UTTAR PRADESH,276302,FALSE
140,408-3113070-0750756,4/30/2022,Shipped,Amazon,Set,Shipped,1,597,MAHARASHTRA,421306,FALSE
141,404-7796841-1880317,4/30/2022,Shipped,Amazon,kurta,Shipped,1,696,DELHI,110016,FALSE
142,405-2142542-0941949,4/30/2022,Shipped,Amazon,kurta,Shipped,1,363,TELANGANA,502032,FALSE
143,405-0286717-7761132,4/30/2022,Shipped,Amazon,kurta,Shipped,1,299,TELANGANA,502032,FALSE
144,406-9021273-9221106,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,690,ASSAM,781026,FALSE
145,404-5381335-4577925,4/30/2022,Shipped,Amazon,Top,Shipped,1,574,KARNATAKA,570008,FALSE
146,171-0131752-2560336,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,1399,UTTAR PRADESH,225001,FALSE
147,407-4235449-1353916,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,999,UTTAR PRADESH,275301,FALSE
148,171-8061614-5688327,4/30/2022,Shipped,Amazon,Set,Shipped,1,999,ANDHRA PRADESH,520010,FALSE
149,407-8248783-4261958,4/30/2022,Shipped,Amazon,kurta,Shipped,1,487,CHHATTISGARH,493331,FALSE
150,404-6513062-3876305,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,376,TAMIL NADU,620018,FALSE
151,406-7779874-9136347,4/30/2022,Shipped,Amazon,Set,Shipped,1,1115,UTTARAKHAND,248142,FALSE
152,406-9638549-1733961,4/30/2022,Shipped,Amazon,Set,Shipped,1,517,KARNATAKA,560048,FALSE
153,407-8801185-0134713,4/30/2022,Shipped,Amazon,Set,Shipped,1,1126,KARNATAKA,560001,FALSE
154,171-3625443-6505905,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,725,KERALA,682021,FALSE
155,402-8078642-8565124,4/30/2022,Cancelled,Amazon,kurta,Cancelled,0,,ODISHA,752002,FALSE
156,402-2820441-9623566,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,721,ODISHA,762010,FALSE
157,171-4312987-5366767,4/30/2022,Shipped,Amazon,Set,Shipped,1,666,BIHAR,803115,FALSE
158,403-5189998-9343503,4/30/2022,Shipped,Amazon,Set,Shipped,1,496,TELANGANA,500075,FALSE
159,407-9863928-5979501,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,353,KERALA,683513,FALSE
160,171-4644162-9093116,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,399,UTTAR PRADESH,272001,FALSE
161,406-0974406-3179521,4/30/2022,Shipped,Amazon,kurta,Shipped,1,458,TAMIL NADU,632513,FALSE
162,402-0048138-1845122,4/30/2022,Shipped,Amazon,Set,Shipped,1,1115,NAGALAND,797112,FALSE
163,407-6283946-7749133,4/30/2022,Shipped,Amazon,Ethnic Dress,Shipped,1,845,KARNATAKA,560029,FALSE
164,407-0542879-1795554,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,399,HARYANA,123027,FALSE
165,406-0218328-1773963,4/30/2022,Cancelled,Amazon,kurta,Cancelled,0,,TAMIL NADU,632513,FALSE
166,407-3742007-3242711,4/30/2022,Shipped,Amazon,kurta,Shipped,1,517,TELANGANA,500086,FALSE
167,407-3742007-3242711,4/30/2022,Shipped,Amazon,kurta,Shipped,1,517,TELANGANA,500086,FALSE
168,405-3067317-3360344,4/30/2022,Shipped,Amazon,kurta,Shipped,1,599,UTTAR PRADESH,201306,FALSE
169,406-5648244-8317954,4/30/2022,Shipped,Amazon,Top,Shipped,1,487,DELHI,110019,FALSE
170,171-3460653-0171519,4/30/2022,Shipped,Amazon,Top,Shipped,1,487,HARYANA,122002,FALSE
171,404-5337874-2284337,4/30/2022,Shipped,Amazon,Set,Shipped,1,568,KARNATAKA,560040,FALSE
172,405-2660443-4165145,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,399,KARNATAKA,560022,FALSE
173,402-3329522-2367566,4/30/2022,Shipped,Amazon,kurta,Shipped,1,295,MAHARASHTRA,400069,FALSE
174,406-3078054-1755513,4/30/2022,Shipped,Amazon,kurta,Shipped,1,484,MAHARASHTRA,246722,FALSE
175,171-4647176-6456305,4/30/2022,Shipped,Amazon,Set,Shipped,1,626,MAHARASHTRA,400078,FALSE
176,408-5011528-8276347,4/30/2022,Shipped,Amazon,Set,Shipped,1,563,UTTAR PRADESH,211001,FALSE
177,407-4097885-3129958,4/30/2022,Shipped - Delivered to Buyer,Merchant,Top,Shipped,1,387,MAHARASHTRA,401202,FALSE
178,171-1224053-5752314,4/30/2022,Cancelled,Merchant,Top,,0,463.81,KARNATAKA,560087,FALSE
179,406-2849582-6531553,4/30/2022,Shipped,Amazon,Top,Shipped,1,512,UTTAR PRADESH,246701,FALSE
180,407-5875767-6399551,4/30/2022,Shipped,Amazon,Set,Shipped,1,1112,TELANGANA,500085,FALSE
181,171-6336729-6763536,4/30/2022,Cancelled,Amazon,Set,Unshipped,1,626,KARNATAKA,560037,FALSE
182,404-3907920-5281963,4/30/2022,Shipped,Amazon,kurta,Shipped,1,376,TELANGANA,500090,FALSE
183,408-7310428-6047538,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,859,KARNATAKA,560075,FALSE
184,403-2608092-6065935,4/30/2022,Shipped,Amazon,Set,Shipped,1,597,KARNATAKA,575001,FALSE
185,404-9760385-9109154,4/30/2022,Shipped,Amazon,kurta,Shipped,1,329,TELANGANA,500034,FALSE
186,405-0732969-3941948,4/30/2022,Shipped - Delivered to Buyer,Merchant,Set,Shipped,1,583,WEST BENGAL,700059,FALSE
187,402-2720308-2560327,4/30/2022,Shipped,Amazon,Western Dress,Shipped,1,665,MAHARASHTRA,400016,FALSE
188,402-0589123-6183541,4/30/2022,Shipped,Amazon,Set,Shipped,1,582,MAHARASHTRA,400016,FALSE
189,408-3874942-9917143,4/30/2022,Shipped,Amazon,Set,Shipped,1,1126,UTTAR PRADESH,244302,FALSE
190,402-1706149-0949104,4/30/2022,Shipped,Amazon,kurta,Shipped,1,534,MAHARASHTRA,441002,FALSE
191,407-1672316-3245939,4/30/2022,Shipped,Amazon,kurta,Shipped,1,319,TAMIL NADU,607202,FALSE
192,405-1832646-7988329,4/30/2022,Shipped,Amazon,kurta,Shipped,1,368,MAHARASHTRA,416410,FALSE
193,408-9692204-9817146,4/30/2022,Cancelled,Amazon,Set,Unshipped,1,597,MAHARASHTRA,421306,FALSE
194,402-9339129-6219537,4/30/2022,Cancelled,Amazon,Set,Unshipped,1,654,KARNATAKA,570016,FALSE
195,405-3036350-8089120,4/30/2022,Shipped,Amazon,kurta,Shipped,1,795,GUJARAT,393002,FALSE
196,404-6680046-0839536,4/30/2022,Shipped - Delivered to Buyer,Merchant,Western Dress,Shipped,1,744,TAMIL NADU,600117,FALSE
197,406-2966654-4672325,4/30/2022,Shipped,Amazon,kurta,Shipped,1,692,UTTAR PRADESH,201009,FALSE
198,403-4845285-4565113,4/30/2022,Shipped,Amazon,Top,Shipped,1,563,JAMMU & KASHMIR,180007,FALSE
199,171-4496851-5319548,4/30/2022,Shipped,Amazon,Top,Shipped,1,545,KARNATAKA,560085,FALSE
200,408-3416118-1167564,4/30/2022,Shipped,Amazon,Set,Shipped,1,999,ARUNACHAL PRADESH,791113,FALSE
201,406-1590113-9193914,4/30/2022,Shipped,Amazon,Set,Shipped,1,654,WEST BENGAL,700075,FALSE
202,404-0363929-8015528,4/30/2022,Shipped,Amazon,Top,Shipped,1,588,MAHARASHTRA,444105,FALSE
203,407-7173744-5333154,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,497,DELHI,110074,FALSE
204,405-6880044-2861120,4/30/2022,Shipped,Amazon,kurta,Shipped,1,517,RAJASTHAN,312620,FALSE
205,403-4337144-0984323,4/30/2022,Cancelled,Amazon,Top,Cancelled,0,,JAMMU & KASHMIR,180007,FALSE
206,171-1851948-5476361,4/30/2022,Shipped,Amazon,Set,Shipped,1,1115,MANIPUR,795010,FALSE
207,171-5810429-4493110,4/30/2022,Shipped,Amazon,Set,Shipped,1,582,WEST BENGAL,700064,FALSE
208,171-1068229-1581965,4/30/2022,Shipped,Amazon,Set,Shipped,1,449,WEST BENGAL,700064,FALSE
209,402-2105140-3584364,4/30/2022,Shipped,Amazon,kurta,Shipped,1,375,KARNATAKA,560064,FALSE
210,403-3561336-3563535,4/30/2022,Shipped,Amazon,Set,Shipped,1,771,GUJARAT,380015,FALSE
211,402-9532672-5385917,4/30/2022,Shipped,Amazon,kurta,Shipped,1,399,TAMIL NADU,620001,FALSE
212,408-4547464-4180323,4/30/2022,Shipped - Delivered to Buyer,Merchant,kurta,Shipped,1,0,ODISHA,752054,FALSE
213,402-2211107-5096323,4/30/2022,Shipped,Amazon,Set,Shipped,1,654,UTTAR PRADESH,202001,FALSE
214,403-9412025-7537140,4/30/2022,Shipped,Amazon,kurta,Shipped,1,424,KERALA,682006,FALSE
215,403-5456917-5571511,4/30/2022,Cancelled,Amazon,Western Dress,Cancelled,0,,UTTAR PRADESH,201014,FALSE
216,171-8452330-4756317,4/30/2022,Shipped,Amazon,Top,Shipped,1,432,MAHARASHTRA,412207,FALSE
217,171-4350114-4299568,4/30/2022,Shipped - Delivered to Buyer,Merchant,Top,Shipped,1,399,MAHARASHTRA,412207,FALSE
218,405-8692900-3888310,4/30/2022,Shipped,Amazon,kurta,Shipped,1,399,KARNATAKA,560016,FALSE
219,402-6750101-3923558,4/30/2022,Shipped,Amazon,Set,Shipped,1,597,KERALA,676517,FALSE
220,403-5725327-6264327,4/30/2022,Shipped,Amazon,Top,Shipped,1,463,UTTAR PRADESH,201301,FALSE
221,403-5209693-1173944,4/30/2022,Shipped,Amazon,kurta,Shipped,1,484,UTTAR PRADESH,201308,FALSE
222,403-8255889-7526765,4/30/2022,Shipped,Amazon,kurta,Shipped,1,635,BIHAR,800023,FALSE
223,407-3554912-7244363,4/30/2022,Shipped,Amazon,kurta,Shipped,1,685,ASSAM,785674,FALSE
224,407-4737202-9096304,4/30/2022,Shipped - Delivered to Buyer,Merchant,Western Dress,Shipped,1,725,BIHAR,823001,FALSE
225,171-2842936-5423534,4/30/2022,Shipped,Amazon,Top,Shipped,1,487,KARNATAKA,560083,FALSE
226,407-4936046-5852304,4/30/2022,Cancelled,Merchant,Set,,0,1249.11,HARYANA,122001,FALSE
227,407-4936046-5852304,4/30/2022,Cancelled,Merchant,Set,,0,1058.93,HARYANA,122001,FALSE
228,402-9580874-3525948,4/30/2022,Shipped,Amazon,Set,Shipped,1,696,KERALA,691522,FALSE
229,404-7426070-1355530,4/30/2022,Shipped,Amazon,kurta,Shipped,1,329,TELANGANA,500034,FALSE
